-0.33544 -1.314085 0.221339 -0.45523 -0.103477 1.798334 561 394 612 486
-0.301898 -1.229372 0.251663 -0.45523 -0.103477 1.798334 561 394 613 487
0.265708 -1.180165 0.227377 -0.459248 -0.10495 1.799369 562 397 613 486
-0.135371 -1.327265 0.213147 -0.459357 -0.10495 1.799369 562 395 613 487
-0.198071 -1.230838 0.213744 -0.459248 -0.105534 1.798334 562 396 613 487
0.343254 -1.195937 0.230255 -0.459357 -0.10621 1.799369 562 396 613 486
0.09657 -1.284069 0.276266 -0.459713 -0.10621 1.799369 561 395 613 486
-0.134421 -1.16542 0.244265 -0.459713 -0.10621 1.799369 561 394 613 487
0.550258 -1.170388 0.243175 -0.461555 -0.10621 1.799369 561 394 612 486
0.330809 -1.219985 0.31557 -0.463959 -0.10699 1.800548 562 394 613 486
0.027989 -1.167088 0.304602 -0.465027 -0.110986 1.800623 562 393 613 486
0.584592 -1.099171 0.24838 -0.465565 -0.110986 1.802686 562 392 613 486
0.784408 -1.109457 0.243036 -0.466943 -0.10699 1.807079 562 393 612 486
-0.189186 -1.114996 0.32029 -0.469427 -0.110986 1.808631 560 392 612 484
0.489839 -1.078648 0.272685 -0.47067 -0.110986 1.807079 560 391 612 483
0.826192 -0.845098 0.154901 -0.470812 -0.116483 1.807079 562 394 612 482
-0.023839 -0.87229 0.23466 -0.47124 -0.118693 1.807079 563 394 613 482
0.126004 -0.98604 0.288242 -0.47124 -0.116483 1.806281 567 396 618 482
0.706342 -0.67979 0.118465 -0.47124 -0.116483 1.806281 563 393 613 485
0.15915 -0.706492 0.221152 -0.470812 -0.116483 1.806047 560 391 612 486
0.001408 -0.778557 0.28859 -0.470306 -0.111575 1.806047 558 392 610 485
0.693421 -0.533657 0.104577 -0.469021 -0.105124 1.806047 560 386 612 473
-0.393509 -0.230804 0.151456 -0.462461 -0.092418 1.808724 558 386 616 470
0.169335 -0.311753 0.131589 -0.462173 -0.09101 1.810218 559 386 617 468
0.61155 -0.396561 0.087314 -0.462173 -0.053694 1.810713 562 384 614 467
0.449129 -0.420363 0.133195 -0.461008 -0.043525 1.811383 566 382 617 468
0.35414 -0.27638 0.11352 -0.453548 -0.038992 1.81312 569 383 620 467
0.602642 -0.373017 0.077962 -0.45354 -0.036938 1.814508 568 382 619 468
0.569988 -0.382415 0.110359 -0.45354 -0.036382 1.815925 567 382 618 466
0.336932 -0.453693 0.164356 -0.443208 -0.036382 1.82108 568 383 619 468
0.676493 -0.347473 0.075477 -0.441363 -0.036248 1.824415 569 383 620 468
0.685209 -0.360961 0.092275 -0.440532 -0.036672 1.824415 568 383 618 468
0.468196 -0.405294 0.135467 -0.438139 -0.036206 1.824415 567 382 618 469
0.692325 -0.331006 0.073955 -0.438024 -0.036206 1.823036 566 382 617 468
0.800558 -0.337625 0.073993 -0.437467 -0.030361 1.821963 562 382 614 467
0.594447 -0.376005 0.103733 -0.437467 -0.036206 1.82108 560 383 617 467
0.743803 -0.357576 0.079307 -0.434199 -0.030361 1.819541 560 382 617 468
0.847463 -0.339402 0.078163 -0.432032 -0.03032 1.819541 560 384 617 465
0.711996 -0.282712 0.083558 -0.432032 -0.029121 1.819359 560 384 617 465
0.736365 -0.323865 0.073997 -0.429143 -0.03032 1.819359 559 382 615 464
0.740388 -0.29378 0.065166 -0.429143 -0.030361 1.819541 559 384 615 464
0.724834 -0.265719 0.070662 -0.429143 -0.033478 1.820209 560 385 616 466
0.696356 -0.320832 0.067085 -0.429143 -0.033478 1.821452 560 383 616 466
0.952251 -0.393797 0.070959 -0.433009 -0.037055 1.82336 562 383 614 470
0.838923 -0.352611 0.076591 -0.439329 -0.046013 1.824713 562 383 615 473
0.951903 -0.405477 0.071213 -0.456596 -0.070641 1.825448 565 384 618 472
0.870281 -0.401767 0.078981 -0.456596 -0.070641 1.825448 565 384 618 471
0.692126 -0.301371 0.096587 -0.456596 -0.070641 1.825448 565 384 618 471
1.092889 -0.344216 0.073413 -0.456596 -0.070641 1.824713 562 383 615 472
0.743319 -0.339985 0.104756 -0.456575 -0.069896 1.825448 562 384 615 472
0.577745 -0.253892 0.158001 -0.455814 -0.068676 1.825448 560 383 617 470
1.129633 -0.322691 0.098726 -0.455026 -0.067804 1.825448 560 382 618 466
0.540879 -0.28042 0.195592 -0.440823 -0.045972 1.826469 560 383 617 466
0.684621 -0.147499 0.243455 -0.440823 -0.045652 1.827803 560 382 618 465
1.268301 -0.252841 0.113078 -0.440823 -0.045652 1.828006 563 382 620 464
0.244234 -0.133994 0.157697 -0.440823 -0.045652 1.828012 562 384 623 460
0.208941 -0.073941 0.211386 -0.442702 -0.045652 1.828012 568 387 628 464
1.50469 -0.211005 0.128401 -0.448035 -0.045652 1.827803 568 388 633 466
1.199065 -0.139472 0.233083 -0.448035 -0.045652 1.827803 563 387 628 469
0.995068 0.024153 0.339088 -0.448035 -0.045652 1.786264 562 389 621 467
1.050853 -0.150096 0.311177 -0.448035 -0.064782 1.740446 555 389 616 465
0.780494 -0.096744 0.423834 -0.419607 -0.063634 1.740446 554 387 615 466
0.748268 0.056963 0.420442 -0.419607 -0.062599 1.740446 555 387 619 464
0.389527 -0.163505 0.365834 -0.419607 -0.060577 1.740446 556 386 628 465
0.000823 -0.143591 0.367827 -0.419607 -0.060577 1.780244 564 384 631 462
0.109184 0.06608 0.410065 -0.437414 -0.060577 1.815591 569 380 633 460
